Organism/Name,origin,order,family,subfamily,genus
Halovirus HRTV-5,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HRTV-7,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HRTV-8,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HSTV-1,RefSeq-201,,,,
Halovirus HSTV-2,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HVTV-1,RefSeq-201,,,,
Halovirus VNH-1,RefSeq-201,,,,
His 1 virus,RefSeq-201,,Halspiviridae,,Salterprovirus
His2 virus,RefSeq-201,Haloruvirales,Pleolipoviridae,,Gammapleolipovirus
Hyperthermophilic Archaeal Virus 1,RefSeq-201,,,,
Hyperthermophilic Archaeal Virus 2,RefSeq-201,,,,
Metallosphaera turreted icosahedral virus,RefSeq-201,,,,
Methanobacterium phage psiM2,RefSeq-201,Caudovirales,Siphoviridae,,Psimunavirus
Methanothermobacter phage psiM100,RefSeq-201,Caudovirales,Siphoviridae,,
Natrialba phage PhiCh1,RefSeq-201,Caudovirales,Myoviridae,,Myohalovirus
Nitrosopumilus spindle-shaped virus,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Pyrobaculum filamentous virus 1,RefSeq-201,,Tristromaviridae,,Alphatristromavirus
Pyrobaculum spherical virus,RefSeq-201,,Globuloviridae,,Globulovirus
Pyrococcus abyssi virus 1,RefSeq-201,,,,
Stygiolobus rod-shaped virus,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobales Beppu filamentous virus 2,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus
Sulfolobales Beppu filamentous virus 3,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Deltalipothrixvirus
Sulfolobales Mexican fusellovirus 1,RefSeq-201,,Fuselloviridae,,
Sulfolobales Mexican rudivirus 1,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobales Virus YNP2,RefSeq-201,,,,
Sulfolobales virus YNP1,RefSeq-201,,,,
Sulfolobus ellipsoid virus 1,RefSeq-201,,Ovaliviridae,,Alphaovalivirus
Sulfolobus filamentous virus 1,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus
Sulfolobus islandicus filamentous virus,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus
Sulfolobus islandicus rod-shaped virus 1,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 10,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 11,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 2,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 4,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 5,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 6,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 7,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 8,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 9,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rudivirus 3,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus monocaudavirus SMV1,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV2,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV3,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV4,RefSeq-201,,Bicaudaviridae,,
Sulfolobus polyhedral virus 1,RefSeq-201,,Portogloboviridae,,Alphaportoglobovirus
Sulfolobus spindle-shaped virus 1,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 2,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 4,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 5,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 6,RefSeq-201,,Fuselloviridae,,Betafusellovirus
Sulfolobus spindle-shaped virus 7,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus turreted icosahedral virus 1,RefSeq-201,Belfryvirales,Turriviridae,,Alphaturrivirus
Sulfolobus turreted icosahedral virus 2,RefSeq-201,Belfryvirales,Turriviridae,,Alphaturrivirus
Sulfolobus virus Kamchatka 1,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus virus Ragged Hills,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus virus STSV1,RefSeq-201,,Bicaudaviridae,,
Sulfolobus virus STSV2,RefSeq-201,,Bicaudaviridae,,
Thermococcus prieurii virus 1,RefSeq-201,,,,
Thermoproteus tenax spherical virus 1,RefSeq-201,,Globuloviridae,,Globulovirus
Thermoproteus tenax virus 1,RefSeq-201,,Tristromaviridae,,Alphatristromavirus
