Organism/Name,origin,order,family,subfamily,genus
Acinetobacter phage Bphi-B1251,RefSeq-97,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage Fri1,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage IME-AB2,RefSeq-97,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage IME200,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage IME_AB3,RefSeq-97,Caudovirales,Siphoviridae,,Lokivirus
Acinetobacter phage LZ35,RefSeq-97,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage Petty,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Pettyvirus
Acinetobacter phage Presley,RefSeq-97,Caudovirales,Podoviridae,,
Acinetobacter phage SH-Ab 15519,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage WCHABP1,RefSeq-97,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP12,RefSeq-97,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP5,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage YMC-13-01-C62,RefSeq-97,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage YMC11/11/R3177,RefSeq-97,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage YMC11/12/R2315,RefSeq-97,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage YMC13/03/R2096,RefSeq-97,Caudovirales,Myoviridae,,
Acinetobacter phage ZZ1,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage phiAB1,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage phiAB6,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage phiAC-1,RefSeq-97,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaM_Acibel004,RefSeq-97,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_ME3,RefSeq-97,Caudovirales,Myoviridae,,Metrivirus
Acinetobacter phage vB_AbaM_phiAbaA1,RefSeq-97,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaP_AS11,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_AS12,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Acibel007,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Daemvirus
Acinetobacter phage vB_AbaP_B1,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B3,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B5,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_D2,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_PD-6A3,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaP_PD-AB9,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaS_Loki,RefSeq-97,Caudovirales,Siphoviridae,,Lokivirus
Acinetobacter phage vB_AbaS_TRS1,RefSeq-97,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage vB_ApiP_P1,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_ApiP_P2,RefSeq-97,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter virus 133,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Actinomyces virus Av1,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Actinoplanes phage phiAsp2,RefSeq-97,Caudovirales,Siphoviridae,,
Aeromonas phage AS-gz,RefSeq-97,Caudovirales,Myoviridae,,Tulanevirus
Aeromonas phage Aes012,RefSeq-97,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage Aes508,RefSeq-97,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage CC2,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage PX29,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage pAh6-C,RefSeq-97,Caudovirales,Chaseviridae,,Pahsextavirus
Aeromonas phage pIS4-A,RefSeq-97,Caudovirales,Siphoviridae,,Pis4avirus
Aeromonas phage phiAS4,RefSeq-97,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage phiAS5,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage phiAS7,RefSeq-97,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage vB_AsaM-56,RefSeq-97,Caudovirales,Myoviridae,,Popoffvirus
Aeromonas virus 25,RefSeq-97,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 31,RefSeq-97,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 44RR2,RefSeq-97,Caudovirales,Myoviridae,,Biquartavirus
Aeromonas virus 65,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus Aeh1,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus phiO18P,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,Hp1virus
Aggregatibacter phage S1249,RefSeq-97,Caudovirales,Myoviridae,,
Agrobacterium phage 7-7-1,RefSeq-97,Caudovirales,Myoviridae,,Schmittlotzvirus
Agrobacterium phage Atu_ph07,RefSeq-97,Caudovirales,Myoviridae,,Polybotosvirus
Alces alces faeces associated microvirus MP10 5560,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP11 5517,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP12 5423,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP15 5067,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP18 4940,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP21 4718,RefSeq-97,Petitvirales,Microviridae,,
Alces alces faeces associated microvirus MP3 6497,RefSeq-97,Petitvirales,Microviridae,,
Alphaproteobacteria virus phiJl001,RefSeq-97,Caudovirales,Siphoviridae,,Yuavirus
Alteromonas phage vB_AmaP_AD45-P1,RefSeq-97,Caudovirales,Podoviridae,,
Anabaena phage A-4L,RefSeq-97,Caudovirales,Podoviridae,,
Aquamicrobium phage P14,RefSeq-97,Caudovirales,Autographiviridae,,Aqualcavirus
Arthrobacter phage Abidatro,RefSeq-97,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Adat,RefSeq-97,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Amigo,RefSeq-97,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage BarretLemon,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Beans,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Bennie,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Brent,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage CaptnMurica,RefSeq-97,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage Circum,RefSeq-97,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Colucci,RefSeq-97,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Decurro,RefSeq-97,Caudovirales,Siphoviridae,,Decurrovirus
Arthrobacter phage DrRobert,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Galaxy,RefSeq-97,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Glenn,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Gordon,RefSeq-97,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage HunterDalle,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Jasmine,RefSeq-97,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Jawnski,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Joann,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage KellEzio,RefSeq-97,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Kitkat,RefSeq-97,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Korra,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Laroye,RefSeq-97,Caudovirales,Siphoviridae,,Laroyevirus
Arthrobacter phage Martha,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Molivia,RefSeq-97,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage Mudcat,RefSeq-97,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Piccoletto,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Preamble,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage PrincessTrina,RefSeq-97,Caudovirales,Myoviridae,,Arv1virus
Arthrobacter phage Pumancara,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Shade,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Sonny,RefSeq-97,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Tank,RefSeq-97,Caudovirales,Siphoviridae,,Tankvirus
Arthrobacter phage Wayne,RefSeq-97,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage vB_ArS-ArV2,RefSeq-97,Caudovirales,Siphoviridae,,
Arthrobacter phage vB_ArtM-ArV1,RefSeq-97,Caudovirales,Myoviridae,,Arv1virus
Aurantimonas phage AmM-1,RefSeq-97,Caudovirales,Myoviridae,,
Azospirillum phage Cd,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage 0305phi8-36,RefSeq-97,Caudovirales,Myoviridae,,
Bacillus phage AR9,RefSeq-97,Caudovirales,Myoviridae,,
Bacillus phage Aurora,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage AvesoBmore,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage B4,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage BCD7,RefSeq-97,Caudovirales,Myoviridae,,
Bacillus phage BCJA1c,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage BCP78,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage BCP8-2,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage BPS10C,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage BPS13,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage BalMu-1,RefSeq-97,Caudovirales,Myoviridae,,
Bacillus phage Bam35c,RefSeq-97,Kalamavirales,Tectiviridae,,Betatectivirus
Bacillus phage Bastille,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bastillevirus
Bacillus phage Bcp1,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage Belinda,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage BigBertha,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage Bobb,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Agatevirus
Bacillus phage Bp8p-C,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Agatevirus
Bacillus phage BtCS33,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage CAM003,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bastillevirus
Bacillus phage CP-51,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage CampHawk,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Spo1virus
Bacillus phage Claudi,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage DIGNKC,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Deep Blue,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage DirtyBetty,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Eldridge,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Evoli,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
Bacillus phage Eyuki,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Fah,RefSeq-97,Caudovirales,Siphoviridae,,Wbetavirus
Bacillus phage GIL16c,RefSeq-97,Kalamavirales,Tectiviridae,,Betatectivirus
Bacillus phage Gamma,RefSeq-97,Caudovirales,Siphoviridae,,Wbetavirus
Bacillus phage Grass,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Nit1virus
Bacillus phage Hakuna,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Hoody T,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
Bacillus phage JBP901,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage JL,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage Kida,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage MG-B1,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage Mater,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Megatron,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Mgbh1,RefSeq-97,Caudovirales,Siphoviridae,,Magadivirus
Bacillus phage Moonbeam,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Nemo,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Nigalana,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage NotTheCreek,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage PBC1,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage PM1,RefSeq-97,Caudovirales,Siphoviridae,,Saundersvirus
Bacillus phage Page,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Palmer,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pascal,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pavlov,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage PfEFR-5,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage Phrodo,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
Bacillus phage Pony,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pookie,RefSeq-97,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Riley,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage SIOphi,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage SP-10,RefSeq-97,Caudovirales,Herelleviridae,Spounavirinae,
Bacillus phage SP-15,RefSeq-97,Caudovirales,Myoviridae,,Thornevirus
Bacillus phage SPG24,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Nit1virus
Bacillus phage SPP1,RefSeq-97,Caudovirales,Siphoviridae,,
Bacillus phage SageFayge,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage SalinJah,RefSeq-97,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Shanette,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage Shbh1,RefSeq-97,Caudovirales,Myoviridae,,Shalavirus
Bacillus phage Slash,RefSeq-97,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Spock,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage Stahl,RefSeq-97,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Staley,RefSeq-97,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Stills,RefSeq-97,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Stitch,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage TP21-L,RefSeq-97,Caudovirales,Siphoviridae,,Tp21virus
Bacillus phage Troll,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage TsarBomba,RefSeq-97,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage VMY22,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage W.Ph.,RefSeq-97,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
