Organism/Name,origin,order,family,subfamily,genus
Acinetobacter phage KARL-1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage LZ35,RefSeq-v99,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage Loki,RefSeq-v99,Caudovirales,Siphoviridae,,Lokivirus
Acinetobacter phage Petty,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Pettyvirus
Acinetobacter phage Presley,RefSeq-v99,Caudovirales,Podoviridae,,
Acinetobacter phage SH-Ab 15519,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage WCHABP1,RefSeq-v99,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP12,RefSeq-v99,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP5,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage YMC-13-01-C62,RefSeq-v99,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage YMC/09/02/B1251,RefSeq-v99,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage YMC11/11/R3177,RefSeq-v99,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage YMC11/12/R2315,RefSeq-v99,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage YMC13/03/R2096,RefSeq-v99,Caudovirales,Myoviridae,,
Acinetobacter phage ZZ1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage phiAB1,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage phiAB6,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage phiAC-1,RefSeq-v99,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaM_Acibel004,RefSeq-v99,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci01-1,RefSeq-v99,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci02-2,RefSeq-v99,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci05,RefSeq-v99,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_ME3,RefSeq-v99,Caudovirales,Myoviridae,,Metrivirus
Acinetobacter phage vB_AbaM_PhT2,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaM_phiAbaA1,RefSeq-v99,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaP_46-62_Aci07,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_AS11,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_AS12,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Acibel007,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Daemvirus
Acinetobacter phage vB_AbaP_Apostate,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaP_B09_Aci08,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B1,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B3,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B5,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Berthold,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaP_D2,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Kimel,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaP_Konradin,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaP_Lazarus,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaP_PD-6A3,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaP_PD-AB9,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaS_TRS1,RefSeq-v99,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage vB_ApiM_fHyAci03,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_ApiP_P1,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_ApiP_P2,RefSeq-v99,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter virus 133,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Actinomyces virus Av1,RefSeq-v99,Caudovirales,Podoviridae,Picovirinae,
Actinoplanes phage phiAsp2,RefSeq-v99,Caudovirales,Siphoviridae,,
Aeribacillus phage AP45,RefSeq-v99,Caudovirales,Myoviridae,,
Aeromonas phage 2-L372D,RefSeq-v99,Caudovirales,Myoviridae,,
Aeromonas phage 25AhydR2PP,RefSeq-v99,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage 2_L372X,RefSeq-v99,Caudovirales,Myoviridae,,
Aeromonas phage 4_4572,RefSeq-v99,Caudovirales,Podoviridae,,
Aeromonas phage 4_L372D,RefSeq-v99,Caudovirales,Myoviridae,,
Aeromonas phage 4_L372XY,RefSeq-v99,Caudovirales,Myoviridae,,
Aeromonas phage AS-gz,RefSeq-v99,Caudovirales,Myoviridae,,Tulanevirus
Aeromonas phage AS-sw,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage AS-zj,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage Aes012,RefSeq-v99,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage Aes508,RefSeq-v99,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage AhSzq-1,RefSeq-v99,Caudovirales,Demerecviridae,,Shenzhenvirus
Aeromonas phage AhSzw-1,RefSeq-v99,Caudovirales,Demerecviridae,,Shenzhenvirus
Aeromonas phage Ahp1,RefSeq-v99,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
Aeromonas phage CC2,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage CF7,RefSeq-v99,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
Aeromonas phage LAh9,RefSeq-v99,Caudovirales,Podoviridae,,
Aeromonas phage LAh_6,RefSeq-v99,Caudovirales,Podoviridae,,
Aeromonas phage LAh_8,RefSeq-v99,Caudovirales,Podoviridae,,
Aeromonas phage PX29,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage ZPAH7,RefSeq-v99,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage pAh6-C,RefSeq-v99,Caudovirales,Chaseviridae,,Pahsextavirus
Aeromonas phage pIS4-A,RefSeq-v99,Caudovirales,Siphoviridae,,Pis4avirus
Aeromonas phage phiA8-29,RefSeq-v99,Caudovirales,Ackermannviridae,,
Aeromonas phage phiAS4,RefSeq-v99,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage phiAS5,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage phiAS7,RefSeq-v99,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage vB_AsaM-56,RefSeq-v99,Caudovirales,Myoviridae,,Popoffvirus
Aeromonas virus 25,RefSeq-v99,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 31,RefSeq-v99,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 44RR2,RefSeq-v99,Caudovirales,Myoviridae,,Biquartavirus
Aeromonas virus 65,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus Aeh1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus phiO18P,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Hp1virus
Aeropyrum coil-shaped virus,RefSeq-v99,,Spiraviridae,,Alphaspiravirus
Aeropyrum globular virus 1,RefSeq-v99,,,,
Aeropyrum pernix bacilliform virus 1,RefSeq-v99,,Clavaviridae,,Clavavirus
Aeropyrum pernix ovoid virus 1,RefSeq-v99,,Guttaviridae,,Betaguttavirus
Aeropyrum pernix spindle-shaped virus 1,RefSeq-v99,,,,
Aggregatibacter phage S1249,RefSeq-v99,Caudovirales,Myoviridae,,
Agrobacterium phage 7-7-1,RefSeq-v99,Caudovirales,Myoviridae,,Schmittlotzvirus
Agrobacterium phage Atu_ph02,RefSeq-v99,Caudovirales,Autographiviridae,,Atuphduovirus
Agrobacterium phage Atu_ph03,RefSeq-v99,Caudovirales,Autographiviridae,,Atuphduovirus
Agrobacterium phage Atu_ph07,RefSeq-v99,Caudovirales,Myoviridae,,Polybotosvirus
Alphaproteobacteria virus phiJl001,RefSeq-v99,Caudovirales,Siphoviridae,,Yuavirus
Alteromonas phage vB_AmaP_AD45-P1,RefSeq-v99,Caudovirales,Podoviridae,,
Alteromonas phage vB_AmeM_PT11-V22,RefSeq-v99,Caudovirales,Myoviridae,,
Alteromonas virus vB_AspP-H4/4,RefSeq-v99,Caudovirales,Autographiviridae,,Foturvirus
Anabaena phage A-4L,RefSeq-v99,Caudovirales,Podoviridae,,
Anoxybacillus phage A403,RefSeq-v99,Caudovirales,Siphoviridae,,
Aquamicrobium phage P14,RefSeq-v99,Caudovirales,Autographiviridae,,Aqualcavirus
Archaeal BJ1 virus,RefSeq-v99,Caudovirales,Siphoviridae,,
Arthrobacter phage Abidatro,RefSeq-v99,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Adat,RefSeq-v99,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Amigo,RefSeq-v99,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage Andrew,RefSeq-v99,Caudovirales,Siphoviridae,,Andrewvirus
Arthrobacter phage Anjali,RefSeq-v99,Caudovirales,Podoviridae,,
Arthrobacter phage BarretLemon,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Beans,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Bennie,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Brent,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Bridgette,RefSeq-v99,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage CaptnMurica,RefSeq-v99,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage Circum,RefSeq-v99,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Colucci,RefSeq-v99,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Constance,RefSeq-v99,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Coral,RefSeq-v99,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Decurro,RefSeq-v99,Caudovirales,Siphoviridae,,Decurrovirus
Arthrobacter phage DrManhattan,RefSeq-v99,Caudovirales,Siphoviridae,,Manhattanvirus
Arthrobacter phage DrRobert,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage DrYang,RefSeq-v99,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Eileen,RefSeq-v99,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Galaxy,RefSeq-v99,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Glenn,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Gordon,RefSeq-v99,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage HunterDalle,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Jasmine,RefSeq-v99,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Jawnski,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Joann,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Judy,RefSeq-v99,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage KBurrousTX,RefSeq-v99,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage KellEzio,RefSeq-v99,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Kepler,RefSeq-v99,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Kitkat,RefSeq-v99,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Korra,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Kuleana,RefSeq-v99,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Laroye,RefSeq-v99,Caudovirales,Siphoviridae,,Laroyevirus
Arthrobacter phage Liebe,RefSeq-v99,Caudovirales,Siphoviridae,,Liebevirus
Arthrobacter phage Lymara,RefSeq-v99,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Maja,RefSeq-v99,Caudovirales,Siphoviridae,,Majavirus
Arthrobacter phage Martha,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Mendel,RefSeq-v99,Caudovirales,Podoviridae,,
Arthrobacter phage Molivia,RefSeq-v99,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage Mudcat,RefSeq-v99,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Mufasa8,RefSeq-v99,Caudovirales,Siphoviridae,,
Arthrobacter phage Peas,RefSeq-v99,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Piccoletto,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Preamble,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage PrincessTrina,RefSeq-v99,Caudovirales,Myoviridae,,Arv1virus
Arthrobacter phage Pumancara,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Shade,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Sonali,RefSeq-v99,Caudovirales,Siphoviridae,,Sonalivirus
Arthrobacter phage Sonny,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Tank,RefSeq-v99,Caudovirales,Siphoviridae,,Tankvirus
Arthrobacter phage TripleJ,RefSeq-v99,Caudovirales,Siphoviridae,,
Arthrobacter phage Vibaki,RefSeq-v99,Caudovirales,Myoviridae,,
Arthrobacter phage Wayne,RefSeq-v99,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Yang,RefSeq-v99,Caudovirales,Siphoviridae,,Yangvirus
Arthrobacter phage Zartrosa,RefSeq-v99,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage vB_ArS-ArV2,RefSeq-v99,Caudovirales,Siphoviridae,,
Arthrobacter phage vB_ArtM-ArV1,RefSeq-v99,Caudovirales,Myoviridae,,Arv1virus
Aurantimonas phage AmM-1,RefSeq-v99,Caudovirales,Myoviridae,,
Azospirillum phage Cd,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage 0305phi8-36,RefSeq-v99,Caudovirales,Myoviridae,,
Bacillus phage AR9,RefSeq-v99,Caudovirales,Myoviridae,,
Bacillus phage Aurora,RefSeq-v99,Caudovirales,Podoviridae,,
Bacillus phage AvesoBmore,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage B4,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage B5S,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage BCD7,RefSeq-v99,Caudovirales,Myoviridae,,
Bacillus phage BCJA1c,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage BCP78,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage BCP8-2,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage BCU4,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage BPS10C,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage BPS13,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage BSP38,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage BalMu-1,RefSeq-v99,Caudovirales,Myoviridae,,
Bacillus phage Bam35c,RefSeq-v99,Kalamavirales,Tectiviridae,,Betatectivirus
Bacillus phage Bastille,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bastillevirus
Bacillus phage BceA1,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage Bcp1,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage Belinda,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage BigBertha,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage Bobb,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Agatevirus
Bacillus phage Bp8p-C,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Agatevirus
Bacillus phage Bp8p-T,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Agatevirus
Bacillus phage BtCS33,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage CAM003,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bastillevirus
Bacillus phage CP-51,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage CampHawk,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Spo1virus
Bacillus phage Carmen17,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage Claudi,RefSeq-v99,Caudovirales,Podoviridae,,
Bacillus phage DIGNKC,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Deep Blue,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage Deep-Purple,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage DirtyBetty,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Eldridge,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Evoli,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
Bacillus phage Eyuki,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Fah,RefSeq-v99,Caudovirales,Siphoviridae,,Wbetavirus
Bacillus phage GIL16c,RefSeq-v99,Kalamavirales,Tectiviridae,,Betatectivirus
Bacillus phage Gamma,RefSeq-v99,Caudovirales,Siphoviridae,,Wbetavirus
Bacillus phage Grass,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Nit1virus
Bacillus phage Hakuna,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Hoody T,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Bastillevirus
Bacillus phage JBP901,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage JL,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage Kida,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage MG-B1,RefSeq-v99,Caudovirales,Podoviridae,,
Bacillus phage Mater,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Megatron,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Mgbh1,RefSeq-v99,Caudovirales,Siphoviridae,,Magadivirus
Bacillus phage Moonbeam,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage Nemo,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Nigalana,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage NotTheCreek,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage PBC1,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage PM1,RefSeq-v99,Caudovirales,Siphoviridae,,Saundersvirus
Bacillus phage Page,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Palmer,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pascal,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pavlov,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage PfEFR-4,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage PfEFR-5,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage Phrodo,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Bequatrovirus
Bacillus phage Pony,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Pookie,RefSeq-v99,Caudovirales,Podoviridae,,Pagevirus
Bacillus phage Riley,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage SIOphi,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,
Bacillus phage SP-10,RefSeq-v99,Caudovirales,Herelleviridae,Spounavirinae,
Bacillus phage SP-15,RefSeq-v99,Caudovirales,Myoviridae,,Thornevirus
Bacillus phage SPG24,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Nit1virus
Bacillus phage SPP1,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage SageFayge,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage SalinJah,RefSeq-v99,Caudovirales,Herelleviridae,Bastillevirinae,Wphvirus
Bacillus phage Shanette,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Cp51virus
Bacillus phage Shbh1,RefSeq-v99,Caudovirales,Myoviridae,,Shalavirus
Bacillus phage Slash,RefSeq-v99,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Spock,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage Stahl,RefSeq-v99,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Staley,RefSeq-v99,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Stills,RefSeq-v99,Caudovirales,Siphoviridae,,Slashvirus
Bacillus phage Stitch,RefSeq-v99,Caudovirales,Podoviridae,,
Bacillus phage TP21-L,RefSeq-v99,Caudovirales,Siphoviridae,,Tp21virus
Bacillus phage Troll,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage TsarBomba,RefSeq-v99,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage VMY22,RefSeq-v99,Caudovirales,Podoviridae,,
Bacillus phage W.Ph.,RefSeq-v99,Caudovirales,Myoviridae,Bastillevirinae,Wphvirus
Bacillus phage Waukesha92,RefSeq-v99,Caudovirales,Siphoviridae,,
Bacillus phage Wip1,RefSeq-v99,Kalamavirales,Tectiviridae,,Betatectivirus
