Organism/Name,origin,order,family,subfamily,genus
Halovirus HRTV-5,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HRTV-7,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HRTV-8,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HSTV-1,RefSeq-201,,,,
Halovirus HSTV-2,RefSeq-201,Caudovirales,Myoviridae,,
Halovirus HVTV-1,RefSeq-201,,,,
Halovirus VNH-1,RefSeq-201,,,,
His 1 virus,RefSeq-201,,Halspiviridae,,Salterprovirus
His2 virus,RefSeq-201,Haloruvirales,Pleolipoviridae,,Gammapleolipovirus
Hyperthermophilic Archaeal Virus 1,RefSeq-201,,,,
Hyperthermophilic Archaeal Virus 2,RefSeq-201,,,,
Metallosphaera turreted icosahedral virus,RefSeq-201,,,,
Methanobacterium phage psiM2,RefSeq-201,Caudovirales,Siphoviridae,,Psimunavirus
Methanothermobacter phage psiM100,RefSeq-201,Caudovirales,Siphoviridae,,
Natrialba phage PhiCh1,RefSeq-201,Caudovirales,Myoviridae,,Myohalovirus
Nitrosopumilus spindle-shaped virus,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Pyrobaculum filamentous virus 1,RefSeq-201,,Tristromaviridae,,Alphatristromavirus
Pyrobaculum spherical virus,RefSeq-201,,Globuloviridae,,Globulovirus
Pyrococcus abyssi virus 1,RefSeq-201,,,,
Stygiolobus rod-shaped virus,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobales Beppu filamentous virus 2,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus
Sulfolobales Beppu filamentous virus 3,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Deltalipothrixvirus
Sulfolobales Mexican fusellovirus 1,RefSeq-201,,Fuselloviridae,,
Sulfolobales Mexican rudivirus 1,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobales Virus YNP2,RefSeq-201,,,,
Sulfolobales virus YNP1,RefSeq-201,,,,
Sulfolobus ellipsoid virus 1,RefSeq-201,,Ovaliviridae,,Alphaovalivirus
Sulfolobus filamentous virus 1,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Alphalipothrixvirus
Sulfolobus islandicus filamentous virus,RefSeq-201,Ligamenvirales,Lipothrixviridae,,Betalipothrixvirus
Sulfolobus islandicus rod-shaped virus 1,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 10,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 11,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 2,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 4,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 5,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 6,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 7,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 8,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rod-shaped virus 9,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus islandicus rudivirus 3,RefSeq-201,Ligamenvirales,Rudiviridae,,Rudivirus
Sulfolobus monocaudavirus SMV1,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV2,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV3,RefSeq-201,,Bicaudaviridae,,
Sulfolobus monocaudavirus SMV4,RefSeq-201,,Bicaudaviridae,,
Sulfolobus polyhedral virus 1,RefSeq-201,,Portogloboviridae,,Alphaportoglobovirus
Sulfolobus spindle-shaped virus 1,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 2,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 4,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 5,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus spindle-shaped virus 6,RefSeq-201,,Fuselloviridae,,Betafusellovirus
Sulfolobus spindle-shaped virus 7,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus turreted icosahedral virus 1,RefSeq-201,Belfryvirales,Turriviridae,,Alphaturrivirus
Sulfolobus turreted icosahedral virus 2,RefSeq-201,Belfryvirales,Turriviridae,,Alphaturrivirus
Sulfolobus virus Kamchatka 1,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus virus Ragged Hills,RefSeq-201,,Fuselloviridae,,Alphafusellovirus
Sulfolobus virus STSV1,RefSeq-201,,Bicaudaviridae,,
Sulfolobus virus STSV2,RefSeq-201,,Bicaudaviridae,,
Thermococcus prieurii virus 1,RefSeq-201,,,,
Thermoproteus tenax spherical virus 1,RefSeq-201,,Globuloviridae,,Globulovirus
Thermoproteus tenax virus 1,RefSeq-201,,Tristromaviridae,,Alphatristromavirus
Acholeplasma virus L2,RefSeq-201,,Plasmaviridae,,Plasmavirus
Acholeplasma virus MV-L51,RefSeq-201,Tubulavirales,Inoviridae,,Plectrovirus
Achromobacter phage 83-24,RefSeq-201,Caudovirales,Siphoviridae,,Jwxvirus
Achromobacter phage JWAlpha,RefSeq-201,Caudovirales,Podoviridae,,Jwalphavirus
Achromobacter phage JWF,RefSeq-201,Caudovirales,Siphoviridae,,
Achromobacter phage JWX,RefSeq-201,Caudovirales,Siphoviridae,,Jwxvirus
Achromobacter phage phiAxp-1,RefSeq-201,Caudovirales,Siphoviridae,,
Achromobacter phage phiAxp-2,RefSeq-201,Caudovirales,Siphoviridae,,
Achromobacter phage phiAxp-3,RefSeq-201,Caudovirales,Podoviridae,,Jwalphavirus
Acidovorax phage ACP17,RefSeq-201,Caudovirales,Myoviridae,,Busanvirus
Acinetobacter phage AB1,RefSeq-201,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage AB3,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage AM101,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage AP205,RefSeq-201,Levivirales,Leviviridae,,
Acinetobacter phage AP22,RefSeq-201,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage AbKT21phiIII,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage AbP2,RefSeq-201,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage AbTZA1,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage Abp1,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage Ac42,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage Acj61,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage Acj9,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage Fri1,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage IME-AB2,RefSeq-201,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage IME200,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage IMEAB3,RefSeq-201,Caudovirales,Siphoviridae,,Lokivirus
Acinetobacter phage KARL-1,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage LZ35,RefSeq-201,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage Loki,RefSeq-201,Caudovirales,Siphoviridae,,Lokivirus
Acinetobacter phage Petty,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Pettyvirus
Acinetobacter phage Presley,RefSeq-201,Caudovirales,Podoviridae,,
Acinetobacter phage SH-Ab 15519,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage WCHABP1,RefSeq-201,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP12,RefSeq-201,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage WCHABP5,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage YMC-13-01-C62,RefSeq-201,Caudovirales,Myoviridae,,Ap22virus
Acinetobacter phage YMC/09/02/B1251,RefSeq-201,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage YMC11/11/R3177,RefSeq-201,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage YMC11/12/R2315,RefSeq-201,Caudovirales,Myoviridae,,Obolenskvirus
Acinetobacter phage YMC13/03/R2096,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage ZZ1,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage phiAB1,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage phiAB6,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage phiAC-1,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaM_Acibel004,RefSeq-201,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci01-1,RefSeq-201,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci02-2,RefSeq-201,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_B09_Aci05,RefSeq-201,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaM_ME3,RefSeq-201,Caudovirales,Myoviridae,,Metrivirus
Acinetobacter phage vB_AbaM_PhT2,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_AbaM_phiAbaA1,RefSeq-201,Caudovirales,Myoviridae,,Saclayvirus
Acinetobacter phage vB_AbaP_46-62_Aci07,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_AS11,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_AS12,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Acibel007,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Daemvirus
Acinetobacter phage vB_AbaP_Apostate,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaP_B09_Aci08,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B1,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B3,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_B5,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Berthold,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaP_D2,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_AbaP_Kimel,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaP_Konradin,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaP_Lazarus,RefSeq-201,Caudovirales,Myoviridae,,
Acinetobacter phage vB_AbaP_PD-6A3,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaP_PD-AB9,RefSeq-201,Caudovirales,Podoviridae,Autographivirinae,Fri1virus
Acinetobacter phage vB_AbaS_TRS1,RefSeq-201,Caudovirales,Siphoviridae,,Vieuvirus
Acinetobacter phage vB_ApiM_fHyAci03,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Acinetobacter phage vB_ApiP_P1,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter phage vB_ApiP_P2,RefSeq-201,Caudovirales,Autographiviridae,Beijerinckvirinae,Friunavirus
Acinetobacter virus 133,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Actinomyces virus Av1,RefSeq-201,Caudovirales,Podoviridae,Picovirinae,
Actinoplanes phage phiAsp2,RefSeq-201,Caudovirales,Siphoviridae,,
Aeribacillus phage AP45,RefSeq-201,Caudovirales,Myoviridae,,
Aeromonas phage 2-L372D,RefSeq-201,Caudovirales,Myoviridae,,
Aeromonas phage 25AhydR2PP,RefSeq-201,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage 2_L372X,RefSeq-201,Caudovirales,Myoviridae,,
Aeromonas phage 4_4572,RefSeq-201,Caudovirales,Podoviridae,,
Aeromonas phage 4_L372D,RefSeq-201,Caudovirales,Myoviridae,,
Aeromonas phage 4_L372XY,RefSeq-201,Caudovirales,Myoviridae,,
Aeromonas phage AS-gz,RefSeq-201,Caudovirales,Myoviridae,,Tulanevirus
Aeromonas phage AS-sw,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage AS-zj,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage Aes012,RefSeq-201,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage Aes508,RefSeq-201,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage AhSzq-1,RefSeq-201,Caudovirales,Demerecviridae,,Shenzhenvirus
Aeromonas phage AhSzw-1,RefSeq-201,Caudovirales,Demerecviridae,,Shenzhenvirus
Aeromonas phage Ahp1,RefSeq-201,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
Aeromonas phage CC2,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage CF7,RefSeq-201,Caudovirales,Autographiviridae,Melnykvirinae,Ahphunavirus
Aeromonas phage LAh9,RefSeq-201,Caudovirales,Podoviridae,,
Aeromonas phage LAh_6,RefSeq-201,Caudovirales,Podoviridae,,
Aeromonas phage LAh_8,RefSeq-201,Caudovirales,Podoviridae,,
Aeromonas phage PX29,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage ZPAH7,RefSeq-201,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage pAh6-C,RefSeq-201,Caudovirales,Chaseviridae,,Pahsextavirus
Aeromonas phage pIS4-A,RefSeq-201,Caudovirales,Siphoviridae,,Pis4avirus
Aeromonas phage phiA8-29,RefSeq-201,Caudovirales,Ackermannviridae,,
Aeromonas phage phiAS4,RefSeq-201,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas phage phiAS5,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas phage phiAS7,RefSeq-201,Caudovirales,Autographiviridae,Melnykvirinae,Aerosvirus
Aeromonas phage vB_AsaM-56,RefSeq-201,Caudovirales,Myoviridae,,Popoffvirus
Aeromonas virus 25,RefSeq-201,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 31,RefSeq-201,Caudovirales,Myoviridae,,Secunda5virus
Aeromonas virus 44RR2,RefSeq-201,Caudovirales,Myoviridae,,Biquartavirus
Aeromonas virus 65,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus Aeh1,RefSeq-201,Caudovirales,Myoviridae,Tevenvirinae,
Aeromonas virus phiO18P,RefSeq-201,Caudovirales,Myoviridae,Peduovirinae,Hp1virus
Aggregatibacter phage S1249,RefSeq-201,Caudovirales,Myoviridae,,
Agrobacterium phage 7-7-1,RefSeq-201,Caudovirales,Myoviridae,,Schmittlotzvirus
Agrobacterium phage Atu_ph02,RefSeq-201,Caudovirales,Autographiviridae,,Atuphduovirus
Agrobacterium phage Atu_ph03,RefSeq-201,Caudovirales,Autographiviridae,,Atuphduovirus
Agrobacterium phage Atu_ph07,RefSeq-201,Caudovirales,Myoviridae,,Polybotosvirus
Alphaproteobacteria virus phiJl001,RefSeq-201,Caudovirales,Siphoviridae,,Yuavirus
Alteromonas phage vB_AcoS-R7M,RefSeq-201,,,,
Alteromonas phage vB_AmaP_AD45-P1,RefSeq-201,Caudovirales,Podoviridae,,
Alteromonas phage vB_AmeM_PT11-V22,RefSeq-201,Caudovirales,Myoviridae,,
Alteromonas virus vB_AspP-H4/4,RefSeq-201,Caudovirales,Autographiviridae,,Foturvirus
Anabaena phage A-4L,RefSeq-201,Caudovirales,Podoviridae,,
Anoxybacillus phage A403,RefSeq-201,Caudovirales,Siphoviridae,,
Aquamicrobium phage P14,RefSeq-201,Caudovirales,Autographiviridae,,Aqualcavirus
Arthrobacter phage Abba,RefSeq-201,Caudovirales,Myoviridae,,
Arthrobacter phage Abidatro,RefSeq-201,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Adat,RefSeq-201,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Amigo,RefSeq-201,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage Andrew,RefSeq-201,Caudovirales,Siphoviridae,,Andrewvirus
Arthrobacter phage Anjali,RefSeq-201,Caudovirales,Podoviridae,Picovirinae,
Arthrobacter phage BarretLemon,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Beans,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Bennie,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Brent,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Bridgette,RefSeq-201,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage CaptnMurica,RefSeq-201,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage Circum,RefSeq-201,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Colucci,RefSeq-201,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Constance,RefSeq-201,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Coral,RefSeq-201,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Decurro,RefSeq-201,Caudovirales,Siphoviridae,,Decurrovirus
Arthrobacter phage DrManhattan,RefSeq-201,Caudovirales,Siphoviridae,,Manhattanvirus
Arthrobacter phage DrRobert,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage DrYang,RefSeq-201,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Eileen,RefSeq-201,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Galaxy,RefSeq-201,Caudovirales,Siphoviridae,,Galaxyvirus
Arthrobacter phage Glenn,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Gordon,RefSeq-201,Caudovirales,Siphoviridae,,Gordonvirus
Arthrobacter phage HunterDalle,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Jasmine,RefSeq-201,Caudovirales,Podoviridae,,Jasminevirus
Arthrobacter phage Jawnski,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Joann,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Judy,RefSeq-201,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage KBurrousTX,RefSeq-201,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage KellEzio,RefSeq-201,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Kepler,RefSeq-201,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Kitkat,RefSeq-201,Caudovirales,Siphoviridae,,Kelleziovirus
Arthrobacter phage Korra,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Kuleana,RefSeq-201,Caudovirales,Siphoviridae,,Coralvirus
Arthrobacter phage Laroye,RefSeq-201,Caudovirales,Siphoviridae,,Laroyevirus
Arthrobacter phage Liebe,RefSeq-201,Caudovirales,Siphoviridae,,Liebevirus
Arthrobacter phage Lymara,RefSeq-201,Caudovirales,Myoviridae,,Radnorvirus
Arthrobacter phage Maja,RefSeq-201,Caudovirales,Siphoviridae,,Majavirus
Arthrobacter phage Martha,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Mendel,RefSeq-201,Caudovirales,Podoviridae,Picovirinae,
Arthrobacter phage Molivia,RefSeq-201,Caudovirales,Siphoviridae,,Amigovirus
Arthrobacter phage Mudcat,RefSeq-201,Caudovirales,Siphoviridae,,Mudcatvirus
Arthrobacter phage Mufasa8,RefSeq-201,Caudovirales,Siphoviridae,,
Arthrobacter phage Peas,RefSeq-201,Caudovirales,Siphoviridae,,Bridgettevirus
Arthrobacter phage Piccoletto,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Preamble,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage PrincessTrina,RefSeq-201,Caudovirales,Myoviridae,,Arv1virus
Arthrobacter phage Pumancara,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Shade,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Sonali,RefSeq-201,Caudovirales,Siphoviridae,,Sonalivirus
Arthrobacter phage Sonny,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage Tank,RefSeq-201,Caudovirales,Siphoviridae,,Tankvirus
Arthrobacter phage TripleJ,RefSeq-201,Caudovirales,Siphoviridae,,
Arthrobacter phage Vibaki,RefSeq-201,Caudovirales,Myoviridae,,
Arthrobacter phage Wayne,RefSeq-201,Caudovirales,Siphoviridae,,Korravirus
Arthrobacter phage Yang,RefSeq-201,Caudovirales,Siphoviridae,,Yangvirus
Arthrobacter phage Zartrosa,RefSeq-201,Caudovirales,Myoviridae,,Marthavirus
Arthrobacter phage vB_ArS-ArV2,RefSeq-201,Caudovirales,Siphoviridae,,
Arthrobacter phage vB_ArtM-ArV1,RefSeq-201,Caudovirales,Myoviridae,,Arv1virus
Aurantimonas phage AmM-1,RefSeq-201,Caudovirales,Myoviridae,,
Azospirillum phage Cd,RefSeq-201,Caudovirales,Siphoviridae,,
Bacillus phage 0305phi8-36,RefSeq-201,Caudovirales,Myoviridae,,
Bacillus phage AR9,RefSeq-201,Caudovirales,Myoviridae,,
Bacillus phage Aurora,RefSeq-201,Caudovirales,Podoviridae,Picovirinae,
Bacillus phage AvesoBmore,RefSeq-201,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage B4,RefSeq-201,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage B5S,RefSeq-201,Caudovirales,Myoviridae,Bastillevirinae,B4virus
Bacillus phage BCD7,RefSeq-201,Caudovirales,Myoviridae,,
Bacillus phage BCJA1c,RefSeq-201,Caudovirales,Siphoviridae,,
Bacillus phage BCP78,RefSeq-201,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
Bacillus phage BCP8-2,RefSeq-201,Caudovirales,Myoviridae,Bastillevirinae,Bc431virus
Bacillus phage BCU4,RefSeq-201,Caudovirales,Myoviridae,Spounavirinae,Tsarbombavirus
